N,P,K,temperature,humidity,ph,rainfall,label,NPK_ratio,NP_ratio,NK_ratio,PK_ratio,nutrient_sum,nutrient_balance,nutrient_dominance,temp_humidity_index,heat_stress_index,water_stress_index,moisture_availability,evapotranspiration,ph_deviation_neutral,acidic_soil,alkaline_soil,climate_zone,rainfall_category,N_category,P_category,K_category,tropical_suitability,temperate_suitability,arid_suitability
61,46,54,35.16358781,96.03498177,7.056183129,47.271547,papaya,0.6039603960396039,1.297872340425532,1.1090909090909091,0.8363636363636363,161,7.505553499465135,0.3765432098765432,33.76934514301145,1.3942426669885573,1.3443323035016543,45.39722154384698,2.949433127264816,0.05618312899999989,0,0,tropical,low,medium,medium,medium,0,0,1
46,63,55,31.8939642,95.94950892,6.945031831,232.7046126,papaya,0.3865546218487395,0.71875,0.8214285714285714,1.125,164,8.504900548115382,0.38181818181818183,30.602102025020603,1.2918621749793935,7.296195955471725,223.2789330238884,0.5551510821145594,0.054968169000000344,0,0,tropical,high,medium,medium,medium,1,0,0
58,56,49,33.77148725,97.7009102,6.701304375,63.62250788,papaya,0.5471698113207547,1.0175438596491229,1.16,1.12,163,4.725815626252609,0.35365853658536583,32.99505043132695,0.776436818673052,1.8839119346157904,62.15976929082672,1.220380718310427,0.2986956249999997,0,0,tropical,low,medium,medium,medium,0,0,1
71,59,55,38.86526834,97.71441118,7.199625006,141.1736926,papaya,0.6173913043478261,1.1833333333333333,1.2678571428571428,1.0535714285714286,185,8.326663997864532,0.3817204301075269,37.97696811195796,0.8883002280420399,3.632386926162157,137.94704246515323,0.6292250430531275,0.19962500599999977,0,0,tropical,moderate,medium,medium,medium,0,0,0
58,57,50,39.73086578,99.33799887,6.892920309,172.4788062,papaya,0.5370370370370371,1.0,1.1372549019607843,1.1176470588235294,165,4.358898943540674,0.3493975903614458,39.467846999577624,0.2630187804223805,4.341179151621296,171.33699455394552,0.15249339105315568,0.10707969100000003,0,0,tropical,moderate,medium,medium,medium,1,0,0
51,54,54,41.13280272,98.31925991,6.740350669,77.71566883,papaya,0.46788990825688076,0.9272727272727272,0.9272727272727272,0.9818181818181818,159,1.7320508075688772,0.3375,40.44146721454435,0.6913355054556507,1.8893842308540845,76.40947042776256,0.8895702962653776,0.2596493310000003,0,0,tropical,low,medium,medium,medium,0,0,1
40,50,53,34.94791841,95.32878265,7.135638028,78.85085502,papaya,0.38461538461538464,0.7843137254901961,0.7407407407407407,0.9259259259259259,143,6.8068592855540455,0.3680555555555556,33.315425181768234,1.6324932282317663,2.256238958067317,75.1675601996824,2.070355772068287,0.1356380279999998,0,0,tropical,low,low,medium,medium,0,0,1
56,64,48,29.88259533,96.13373922,6.923490955,149.9107557,papaya,0.49557522123893805,0.8615384615384616,1.1428571428571428,1.3061224489795917,168,8.0,0.378698224852071,28.727256266710096,1.155339063289903,5.016657825215746,144.1148149473693,0.7706845702265397,0.07650904499999989,0,0,temperate,moderate,medium,medium,medium,0,0,0
59,56,52,41.74918879,96.0625641,7.202001442,105.8841531,papaya,0.5412844036697247,1.0350877192982457,1.1132075471698113,1.0566037735849056,167,3.511884584284246,0.35119047619047616,40.105341242623766,1.6438475473762344,2.5361966583973956,101.71503244342965,1.552496288867455,0.20200144200000025,0,0,tropical,moderate,medium,medium,medium,0,0,0
41,51,54,34.78834716,99.39199329,6.90533053,51.07048113,papaya,0.3867924528301887,0.7884615384615384,0.7454545454545455,0.9272727272727272,146,6.8068592855540455,0.3673469387755102,34.57683167496911,0.21151548503089374,1.4680341349680839,50.75996917790031,0.41416387774472047,0.09466947000000037,0,0,tropical,low,medium,medium,medium,0,0,1
60,66,46,41.43449594,96.31140594,6.903497284,62.62377075,papaya,0.5309734513274337,0.8955223880597015,1.2765957446808511,1.4042553191489362,172,10.263202878893768,0.3815028901734104,39.906145583966214,1.5283503560337808,1.5113921221748063,60.31383406196748,2.440527514919374,0.09650271599999982,0,0,tropical,low,medium,medium,medium,0,0,1
63,63,53,46.33319278,97.47575715,6.840331669,110.562229,papaya,0.5384615384615384,0.984375,1.1666666666666667,1.1666666666666667,179,5.773502691896258,0.35,45.16363047407413,1.1695623059258629,2.386242396999778,107.77136983966687,1.0578316994005819,0.15966833099999977,0,0,tropical,moderate,medium,medium,medium,0,0,0
36,61,56,29.51647337,95.26152827,6.782906616,238.5008779,papaya,0.3050847457627119,0.5806451612903226,0.631578947368421,1.0701754385964912,153,13.228756555322953,0.3961038961038961,28.11784362366957,1.3986297463304285,8.080263346853894,227.1995812249067,0.5864254080091286,0.217093384,0,0,temperate,high,low,medium,medium,1,0,0
33,47,46,43.64403546,97.55498963,6.760028779,132.7923586,papaya,0.35106382978723405,0.6875,0.7021276595744681,1.0,126,7.810249675906654,0.3700787401574803,42.57693426711652,1.0671011928834797,3.0426232863298113,129.5455716616624,0.8035862937699788,0.23997122100000023,0,0,tropical,moderate,low,medium,medium,0,0,0
49,45,53,24.81812649,95.97316688,6.697358157,206.3999208,papaya,0.494949494949495,1.065217391304348,0.9074074074074074,0.8333333333333334,147,4.0,0.3581081081081081,23.818741952737188,0.9993845372628151,8.316498865583789,198.0885404295718,0.48419812051730937,0.30264184299999997,0,0,temperate,high,medium,medium,medium,0,0,0
34,67,53,34.96832102,97.24801414,7.004330959,248.8592986,papaya,0.2809917355371901,0.5,0.6296296296296297,1.2407407407407407,154,16.563010998406458,0.432258064516129,34.005997770050186,0.9623232499498094,7.116707103485634,242.0107258912328,0.3866937081971706,0.004330958999999801,0,0,tropical,high,low,medium,medium,1,0,0
38,58,47,36.68900858,98.29137016,6.922764459,127.2509777,papaya,0.3584905660377358,0.6440677966101694,0.7916666666666666,1.2083333333333333,143,10.016652800877813,0.4027777777777778,36.06212923140196,0.6268793485980404,3.468367847076886,125.07672952332607,0.4926322452908276,0.0772355410000003,0,0,tropical,moderate,low,medium,medium,0,0,0
63,50,52,42.05153529,98.87003087,6.771917922,120.9512466,papaya,0.6116504854368932,1.2352941176470589,1.1886792452830188,0.9433962264150944,165,7.0,0.3795180722891566,41.57636592253194,0.4751693674680586,2.8762623235010074,119.58453485106982,0.39286024809607756,0.2280820779999999,0,0,tropical,moderate,medium,medium,medium,0,0,0
72,53,47,42.51269487,95.67831626,7.126922679,122.7628653,papaya,0.7128712871287128,1.3333333333333333,1.5,1.1041666666666667,172,13.051181300301261,0.4161849710982659,40.675430648367396,1.8372642216326027,2.887675450248398,117.45744251157181,1.4965960733669865,0.12692267899999976,0,0,tropical,moderate,medium,medium,medium,0,0,0
46,55,50,41.97976436,95.8186875,6.71537297,64.4478499,papaya,0.4339622641509434,0.8214285714285714,0.9019607843137255,1.0784313725490196,151,4.509249752822894,0.3618421052631579,40.22445922534477,1.7553051346552266,1.535212283406919,61.75308389615006,2.723605422646112,0.2846270300000002,0,0,tropical,low,medium,medium,medium,0,0,1
36,67,52,29.26166301,98.88644561,6.887700741,40.35153141,papaya,0.3,0.5294117647058824,0.6792452830188679,1.2641509433962264,155,15.50268793897798,0.42948717948717946,28.93581847696514,0.32584453303486244,1.378989683402823,39.90219516055171,0.8075146633817991,0.11229925900000026,0,0,temperate,low,low,medium,medium,0,0,1
52,58,48,43.62388593,96.69742513,6.950415004,209.8678411,papaya,0.48598130841121495,0.8813559322033898,1.0612244897959184,1.183673469387755,158,5.033222956847167,0.36477987421383645,42.18317443595836,1.4407114940416463,4.810847007915784,202.93679851961986,0.6864851167717312,0.0495849960000001,0,0,tropical,high,medium,medium,medium,1,0,0
41,69,53,28.10418711,95.33651458,6.851036029,59.49373381,papaya,0.3333333333333333,0.5857142857142857,0.7592592592592593,1.2777777777777777,163,14.047538337136984,0.42073170731707316,26.793552441715633,1.3106346682843695,2.1168992925196903,56.71925220795704,2.202979346480472,0.1489639709999997,0,0,temperate,low,medium,medium,medium,0,0,1
36,60,50,30.09879504,97.98712739,6.697755386,117.8201907,papaya,0.32432432432432434,0.5901639344262295,0.7058823529411765,1.1764705882352942,146,12.055427546683415,0.40816326530612246,29.4929446386998,0.6058504013001992,3.9144487526301983,115.44862035234993,0.5142161099050057,0.30224461400000013,0,0,tropical,moderate,low,medium,medium,0,0,0
46,59,56,36.68009295,95.08339719,7.030132321,98.54047745,papaya,0.39655172413793105,0.7666666666666667,0.8070175438596491,1.0350877192982457,161,6.8068592855540455,0.36419753086419754,34.87667846930969,1.8034144806903123,2.686483853362209,93.69563356670588,1.8301255761677988,0.030132320999999962,0,0,tropical,moderate,medium,medium,medium,0,0,0
33,61,53,36.16173659,97.65791967,7.200772271,182.026807,papaya,0.28695652173913044,0.532258064516129,0.6111111111111112,1.1296296296296295,147,14.422205101855956,0.41216216216216217,35.31479967033919,0.8469369196608032,5.033685441155966,177.76359295792594,0.465281423994216,0.20077227099999995,0,0,tropical,moderate,low,medium,medium,1,0,0
67,61,52,33.73970844,95.4176468,6.706973586,207.0735119,papaya,0.5877192982456141,1.0806451612903225,1.2641509433962264,1.150943396226415,180,7.54983443527075,0.3701657458563536,32.19363583062899,1.5460726093710102,6.1373829672607565,197.58467220109796,0.7466298297570961,0.29302641399999985,0,0,tropical,high,medium,medium,medium,1,0,0
46,56,54,45.26630528,95.04003368,7.139672712,74.876786,papaya,0.4144144144144144,0.8070175438596491,0.8363636363636363,1.018181818181818,156,5.291502622129181,0.35668789808917195,43.02111178380362,2.2451934961963844,1.6541395534016068,71.16292263290151,2.998517452653997,0.1396727120000003,0,0,tropical,low,medium,medium,medium,0,0,1
52,46,49,26.3613428,95.15062561,6.914155503,218.2299187,papaya,0.5416666666666666,1.1063829787234043,1.04,0.92,147,3.0,0.35135135135135137,25.082982593396693,1.2783602066033073,8.27840676993131,207.6471329112444,0.5857859519072933,0.08584449700000008,0,0,temperate,high,medium,medium,medium,1,0,0
45,49,49,30.26198485,95.93912782,6.829070105,179.2720807,papaya,0.45454545454545453,0.9,0.9,0.98,143,2.309401076758503,0.3402777777777778,29.033084326110533,1.228900523889466,5.924002724494127,171.99207064834656,0.6854946509746546,0.17092989500000044,0,0,tropical,moderate,medium,medium,medium,1,0,0
62,45,54,26.20024198,97.63167264,6.964811782,183.49095,papaya,0.62,1.3478260869565217,1.1272727272727272,0.8181818181818182,161,8.504900548115382,0.38271604938271603,25.57973448080146,0.6205074991985444,7.003406691436977,179.14528362802608,0.338167903756858,0.03518821800000005,0,0,temperate,moderate,medium,medium,medium,1,0,0
72,67,56,45.845319,99.36725585,6.891938355,78.8099639,papaya,0.5806451612903226,1.0588235294117647,1.263157894736842,1.1754385964912282,195,8.18535277187245,0.3673469387755102,45.55523542597867,0.29008357402133556,1.7190405829655149,78.31129846380564,0.3680798209594606,0.10806164500000026,0,0,tropical,low,medium,medium,medium,0,0,1
61,61,53,46.73277756,97.7643159,6.806927715,103.8235658,papaya,0.5304347826086957,0.9838709677419355,1.1296296296296295,1.1296296296296295,175,4.618802153517007,0.3465909090909091,45.68798028260271,1.0447972773972882,2.2216433779631735,101.50239884735636,1.006319971142128,0.1930722850000004,0,0,tropical,moderate,medium,medium,medium,0,0,0
62,57,52,45.01718746,97.5681326,7.046026322,165.7412972,papaya,0.5636363636363636,1.0689655172413792,1.169811320754717,1.0754716981132075,171,5.0,0.36046511627906974,43.922429153763375,1.0947583062366288,3.681733723308888,161.7106886250561,0.660522347013843,0.04602632200000034,0,0,tropical,moderate,medium,medium,medium,1,0,0
44,59,48,35.81154879,96.73383536,7.039852598,136.8277041,papaya,0.4074074074074074,0.7333333333333333,0.8979591836734694,1.2040816326530612,151,7.767453465154029,0.3881578947368421,34.641884646384675,1.169664143615328,3.8207703582540304,132.35868601096197,0.8548445297017359,0.039852598000000405,0,0,tropical,moderate,medium,medium,medium,0,0,0
37,65,48,33.92096591,96.24543824,7.162042336,48.83810592,papaya,0.32456140350877194,0.5606060606060606,0.7551020408163265,1.3265306122448979,150,14.106735979665885,0.4304635761589404,32.647382295320504,1.2735836146794965,1.4397616521174115,47.00444907081938,2.6077661913541643,0.16204233599999984,0,0,tropical,low,low,medium,medium,0,0,1
36,64,49,44.31906181,94.54056262,6.864975243,199.3096432,papaya,0.3157894736842105,0.5538461538461539,0.72,1.28,149,14.011899704655802,0.4266666666666667,41.89949038307955,2.4195714269204434,4.497153934676218,188.4284580371946,1.2139760967272872,0.13502475700000005,0,0,tropical,moderate,low,medium,medium,1,0,0
38,53,47,45.52576094,99.6920619,6.862762114,214.4103848,papaya,0.37623762376237624,0.7037037037037037,0.7916666666666666,1.1041666666666667,138,7.54983443527075,0.381294964028777,45.38556977675082,0.14019116324917869,4.709649665879918,213.7501335348442,0.06538450242507969,0.1372378860000003,0,0,tropical,high,low,medium,medium,1,0,0
41,63,53,30.94271425,99.36860605,6.879056662,63.68794608,papaya,0.3504273504273504,0.640625,0.7592592592592593,1.1666666666666667,157,11.015141094572204,0.3987341772151899,30.747343824259715,0.19537042574028887,2.0582533763986137,63.28582424157162,0.3067620134819221,0.12094333800000001,0,0,tropical,low,medium,medium,medium,0,0,1
39,51,48,46.09584291,98.59821015,6.739060145,211.8529059,papaya,0.39,0.75,0.7959183673469388,1.0408163265306123,138,6.244997998398398,0.3669064748201439,45.449676062815676,0.6461668471843247,4.595922159697415,208.88317336816374,0.30500730893412054,0.26093985500000016,0,0,tropical,high,low,medium,medium,1,0,0
35,46,47,31.24721959,98.66675751,7.044627148,209.4083305,papaya,0.3723404255319149,0.7446808510638298,0.7291666666666666,0.9583333333333334,128,6.658328118479393,0.3643410852713178,30.830618381482513,0.4166012085174849,6.7016628438524055,206.61640966017436,0.19894204185801714,0.044627148000000005,0,0,tropical,high,low,medium,medium,1,0,0
36,47,49,43.9152006,95.9412097,7.009435349,181.527598,papaya,0.3711340206185567,0.75,0.72,0.94,132,7.0,0.3684210526315789,42.13277469782166,1.782425902178341,4.1335937333734964,174.159773460553,0.9819035352290294,0.009435349000000315,0,0,tropical,moderate,low,medium,medium,1,0,0
51,53,51,27.41817882,97.84152313,6.96539775,97.26336657,papaya,0.4857142857142857,0.9444444444444444,0.9807692307692307,1.0192307692307692,155,1.1547005383792517,0.33974358974358976,26.826363771995062,0.5918150480049393,3.5474043410590026,95.16395929960323,0.6084665469388341,0.034602249999999835,0,0,temperate,moderate,medium,medium,medium,0,0,0
42,64,50,37.8017775,95.61445431,6.878802798,163.9069365,papaya,0.3652173913043478,0.6461538461538462,0.8235294117647058,1.2549019607843137,156,11.135528725660043,0.40764331210191085,36.14396327610536,1.65781422389464,4.33595844798568,156.7187229107132,1.0114362816454934,0.12119720200000028,0,0,tropical,moderate,medium,medium,medium,1,0,0
70,51,50,26.13540561,96.89136519,6.77450794,63.35298768,papaya,0.6862745098039216,1.3461538461538463,1.3725490196078431,1.0,171,11.269427669584644,0.4069767441860465,25.322951293472848,0.8124543165271523,2.4240292507937857,61.38357465180451,1.2824246279132265,0.22549205999999966,0,0,temperate,low,medium,medium,medium,0,0,1
52,45,53,33.36579304,94.72729254,6.936025817,54.01872359,papaya,0.5252525252525253,1.1304347826086956,0.9629629629629629,0.8333333333333334,150,4.358898943540674,0.3509933774834437,31.606512381291758,1.759280658708243,1.6189851542039055,51.170474321473286,3.256797905965188,0.06397418300000002,0,0,tropical,low,medium,medium,medium,0,0,1
67,62,51,34.11526533,95.89193618,6.720193122,79.27201575,papaya,0.5877192982456141,1.0634920634920635,1.2884615384615385,1.1923076923076923,180,8.18535277187245,0.3701657458563536,32.713788457881265,1.401476872118733,2.323652329336874,76.01547075158955,1.767933940949058,0.2798068779999996,0,0,tropical,low,medium,medium,medium,0,0,1
42,48,48,45.93904404,95.73445854,6.696566828,246.3613268,papaya,0.4329896907216495,0.8571428571428571,0.8571428571428571,0.9795918367346939,138,3.4641016151377544,0.34532374100719426,43.97949507014614,1.9595489698538564,5.362787405534354,235.85268226393993,0.7953963372849705,0.3034331720000001,0,0,tropical,high,medium,medium,medium,1,0,0
44,52,49,24.73206206,99.03594515,6.961233956,231.5153161,papaya,0.43137254901960786,0.8301886792452831,0.88,1.04,145,4.041451884327381,0.3561643835616438,24.493631416205563,0.23843064379443907,9.360938668936852,229.28338146664515,0.10298698496969076,0.038766043999999944,0,0,temperate,high,medium,medium,medium,0,0,0
51,54,52,26.61316907,98.60088154,6.876876141,135.1694525,papaya,0.4766355140186916,0.9272727272727272,0.9622641509433962,1.0188679245283019,157,1.5275252316519465,0.34177215189873417,26.24081930875062,0.3723497612493795,5.079043842710612,133.27827173779158,0.27546886841860924,0.12312385899999967,0,0,temperate,moderate,medium,medium,medium,0,0,0
61,61,50,46.39575145,98.01951218,7.14974171,114.778071,papaya,0.5446428571428571,0.9838709677419355,1.196078431372549,1.196078431372549,172,6.3508529610858835,0.35260115606936415,45.47688924353528,0.9188622064647203,2.473891841663446,112.50490528381405,0.8005555403215657,0.1497417099999998,0,0,tropical,moderate,medium,medium,medium,0,0,0
65,57,48,28.70867842,95.2914897,7.070068065,144.6656444,papaya,0.6132075471698113,1.1206896551724137,1.3265306122448979,1.163265306122449,170,8.504900548115383,0.38011695906432746,27.35692733960042,1.3517510803995774,5.039091047089725,137.85404763286462,0.9343967505249487,0.07006806500000007,0,0,temperate,moderate,medium,medium,medium,0,0,0
72,64,53,32.54952983,97.78292783,6.781034385,75.95295,papaya,0.6101694915254238,1.1076923076923078,1.3333333333333333,1.1851851851851851,189,9.539392014169456,0.37894736842105264,31.82788326267322,0.7216465673267765,2.3334576688722635,74.26901828325599,0.9501231582535983,0.2189656150000001,0,0,tropical,low,medium,medium,medium,0,0,1
65,49,53,30.65074475,97.88774734,6.954300037,115.8163936,papaya,0.6310679611650486,1.3,1.2037037037037037,0.9074074074074074,167,8.32666399786453,0.3869047619047619,30.00332357870832,0.6474211712916841,3.778583344210584,113.37005874546794,0.5590065025921201,0.04569996299999968,0,0,tropical,moderate,medium,medium,medium,0,0,0
42,63,48,34.77540176,98.15283284,7.100314729,71.73759526,papaya,0.375,0.65625,0.8571428571428571,1.2857142857142858,153,10.816653826391969,0.4090909090909091,34.13304195893122,0.6423598010687813,2.062883291905353,70.41248195898358,0.8954297934585956,0.10031472899999994,0,0,tropical,low,medium,medium,medium,0,0,1
65,57,51,46.04974283,99.37503429,6.922366782,41.5856585,papaya,0.5963302752293578,1.1206896551724137,1.25,1.0961538461538463,173,7.023769168568493,0.3735632183908046,45.76194772776932,0.2877951022306826,0.9030595166083798,41.3257623940973,0.6920537334540046,0.07763321799999989,0,0,tropical,low,medium,medium,medium,0,0,1
47,57,50,32.21527516,94.86273673,7.032646925,75.24521981,papaya,0.4351851851851852,0.8103448275862069,0.9215686274509803,1.1176470588235294,154,5.131601439446884,0.36774193548387096,30.56029166187588,1.6549834981241154,2.335700050249082,71.3796747702701,2.1994533371064326,0.03264692499999988,0,0,tropical,low,medium,medium,medium,0,0,1
68,68,48,25.350571,98.2910835,7.119668686,87.53393983,papaya,0.5811965811965812,0.9855072463768116,1.3877551020408163,1.3877551020408163,184,11.547005383792515,0.3675675675675676,24.917350909336783,0.4332200906632152,3.4529376016816347,86.03805788914505,0.4949167048856405,0.1196686859999998,0,0,temperate,moderate,medium,medium,medium,0,0,0
56,66,53,38.17404045,97.97174041,6.783690555,141.3381168,papaya,0.4666666666666667,0.835820895522388,1.037037037037037,1.2222222222222223,175,6.8068592855540455,0.375,37.3997718136824,0.774268636317606,3.7024667845973322,138.4714128916786,0.5478130414127649,0.21630944500000027,0,0,tropical,moderate,medium,medium,medium,0,0,0
71,66,53,29.65985389,99.16070999,7.032125085,82.83061083,papaya,0.5916666666666667,1.0597014925373134,1.3148148148148149,1.2222222222222223,190,9.29157324317757,0.3717277486910995,29.410921699320635,0.24893219067936612,2.792684385337678,82.13542178808183,0.3005316370179497,0.032125084999999665,0,0,temperate,moderate,medium,medium,medium,0,0,0
69,67,50,37.73702569,97.00197105,7.026427827,149.8488208,papaya,0.5847457627118644,1.0147058823529411,1.3529411764705883,1.3137254901960784,186,10.44030650891055,0.3689839572192513,36.60565873494486,1.1313669550551395,3.970869936358251,145.35630977118237,0.7550055776315722,0.026427827000000015,0,0,tropical,moderate,medium,medium,medium,0,0,0
47,56,48,24.79035773,95.32762216,6.856152596,161.6892093,papaya,0.44761904761904764,0.8245614035087719,0.9591836734693877,1.1428571428571428,151,4.932882862316248,0.3684210526315789,23.632058548966757,1.158299181033246,6.5222620448244735,154.13447851499558,0.7163738297984528,0.14384740399999973,0,0,temperate,moderate,medium,medium,medium,0,1,0
58,49,53,35.40315475,96.86457419,6.97349636,88.1300769,papaya,0.5631067961165048,1.16,1.0740740740740742,0.9074074074074074,160,4.509249752822894,0.36024844720496896,34.29311509841426,1.1100396515857414,2.4893283528638084,85.36682372250456,1.2595469000274313,0.026503639999999606,0,0,tropical,moderate,medium,medium,medium,0,0,0
72,49,54,40.08443758,94.97216199,7.141824035,172.3458448,papaya,0.6923076923076923,1.44,1.309090909090909,0.8909090909090909,175,12.096831541082702,0.4090909090909091,38.06905699125804,2.0153805887419627,4.299569987879571,163.68057490649,1.169381594944007,0.14182403499999996,0,0,tropical,moderate,medium,medium,medium,1,0,0
46,46,46,41.4434423,99.47294158,6.776824543,218.142147,papaya,0.4946236559139785,0.9787234042553191,0.9787234042553191,0.9787234042553191,138,0.0,0.33093525179856115,41.225011147820005,0.2184311521799929,5.263610716043247,216.99241044666772,0.10013248479671052,0.22317545699999997,0,0,tropical,high,medium,medium,medium,1,0,0
52,59,48,34.85761177,97.38633926,7.135755138,93.7942847,papaya,0.48148148148148145,0.8666666666666667,1.0612244897959184,1.2040816326530612,159,5.5677643628300215,0.36875,33.946552056265894,0.9110597137341091,2.6907834454890427,91.34282030443228,0.9713381968295015,0.13575513800000039,0,0,tropical,moderate,medium,medium,medium,0,0,0
54,50,54,41.06907678,97.75897525,7.195378205,210.2735346,papaya,0.5142857142857142,1.0588235294117647,0.9818181818181818,0.9090909090909091,158,2.309401076758503,0.33962264150943394,40.1487086047637,0.9203681752363007,5.119996627301832,205.56125264691423,0.43770043481082976,0.19537820499999992,0,0,tropical,high,medium,medium,medium,1,0,0
37,67,46,45.94157734,94.59920549,6.810802432,234.8466111,papaya,0.32456140350877194,0.5441176470588235,0.7872340425531915,1.425531914893617,150,15.394804318340652,0.44370860927152317,43.46036715321388,2.481210186786123,5.111853460362708,222.16302822079015,1.0565237348601122,0.18919756799999998,0,0,tropical,high,low,medium,medium,1,0,0
70,68,53,27.45076765,97.38226639,7.017784889,52.95477913,papaya,0.5737704918032787,1.0144927536231885,1.2962962962962963,1.2592592592592593,191,9.29157324317757,0.3645833333333333,26.73217967902294,0.7185879709770577,1.9290819041994987,51.568564078612724,1.356984171745818,0.017784888999999637,0,0,temperate,low,medium,medium,medium,0,0,1
34,54,53,40.22022697,96.59727383,7.176792388,159.6577388,papaya,0.3148148148148148,0.6181818181818182,0.6296296296296297,1.0,141,11.269427669584644,0.38028169014084506,38.85164278125841,1.3685841887415855,3.9695882104068594,154.22502313942218,0.8571987797321764,0.17679238799999997,0,0,tropical,moderate,low,medium,medium,1,0,0
34,54,52,31.67969125,97.81424941,6.77119974,62.68710535,papaya,0.3177570093457944,0.6181818181818182,0.6415094339622641,1.0188679245283019,140,11.015141094572202,0.3829787234042553,30.98725221159295,0.6924390384070527,1.9787789235477478,61.31692157495846,1.1045956493619666,0.22880025999999987,0,0,tropical,low,low,medium,medium,0,0,1
50,61,48,27.12189039,97.68014632,7.007187814,174.4012337,papaya,0.45454545454545453,0.8064516129032258,1.0204081632653061,1.2448979591836735,159,7.0,0.38125,26.49270221770202,0.6291881722979799,6.430275736395674,170.35538026204517,0.3607704824957209,0.0071878139999999036,0,0,temperate,moderate,medium,medium,medium,1,0,0
41,68,54,27.74514109,97.67475653,7.173904098,241.8202079,papaya,0.3333333333333333,0.5942028985507246,0.7454545454545455,1.2363636363636363,163,13.503086067019394,0.4146341463414634,27.099999008562484,0.645142081437513,8.715767820952177,236.19729930666483,0.2667858435157324,0.1739040980000004,0,0,temperate,high,medium,medium,medium,1,0,0
51,60,46,35.06171599,99.30246271,6.967139698,240.4795923,papaya,0.4766355140186916,0.8360655737704918,1.0851063829787233,1.2765957446808511,157,7.094598884597588,0.379746835443038,34.81714744645586,0.2445685435441426,6.858751361986604,238.80215746886756,0.10170033190967888,0.032860301999999564,0,0,tropical,high,medium,medium,medium,1,0,0
50,56,55,31.05491012,94.71416622,6.816234273,126.8069869,papaya,0.44642857142857145,0.8771929824561403,0.8928571428571429,1.0,161,3.2145502536643185,0.345679012345679,29.4133991905284,1.6415109294715997,4.083315211990702,120.10418035103962,1.2944956501222566,0.18376572699999993,0,0,tropical,moderate,medium,medium,medium,0,0,0
71,65,50,42.80469838,94.67866625,6.72292331,92.11877372,papaya,0.6120689655172413,1.0757575757575757,1.392156862745098,1.2745098039215685,186,10.816653826391969,0.37967914438502676,40.526917518519355,2.2777808614806405,2.1520715530387062,87.2168263239515,2.472656516687987,0.27707669000000035,0,0,tropical,moderate,medium,medium,medium,0,0,0
55,54,56,35.65577846,95.81534784,6.910958868,234.496633,papaya,0.4954954954954955,1.0,0.9649122807017544,0.9473684210526315,165,1.0,0.3373493975903614,34.1637081565088,1.4920703034912044,6.57667966114012,224.68376458203824,0.636286450855439,0.08904113200000019,0,0,tropical,high,medium,medium,medium,1,0,0
40,60,53,33.4138544,99.68722447,6.819351778,46.44279118,papaya,0.3508771929824561,0.6557377049180327,0.7407407407407407,1.1111111111111112,153,10.14889156509222,0.38961038961038963,33.30934403980697,0.10451036019302702,1.3899261852293223,46.297529493739965,0.2250303169505305,0.1806482220000003,0,0,tropical,low,low,medium,medium,0,0,1
59,63,56,28.55173551,97.60646816,6.781273314,62.50689682,papaya,0.49166666666666664,0.921875,1.0350877192982457,1.105263157894737,178,3.511884584284246,0.35195530726256985,27.868340629695567,0.6833948803044347,2.1892503451535372,61.010774342417356,1.0933111625624206,0.21872668600000011,0,0,temperate,low,medium,medium,medium,0,0,1
53,56,56,26.43465354,94.6546878,6.876699557,108.4103158,papaya,0.4690265486725664,0.9298245614035088,0.9298245614035088,0.9824561403508771,165,1.7320508075688772,0.3373493975903614,25.02163877929865,1.4130147607013506,4.101068154192272,102.61544596348409,1.3033951153764194,0.12330044299999976,0,0,temperate,moderate,medium,medium,medium,0,0,0
58,64,46,40.87580028,98.67248961,6.953837904,218.0908814,papaya,0.5225225225225225,0.8923076923076924,1.2340425531914894,1.3617021276595744,168,9.16515138991168,0.378698224852071,40.33316978428735,0.5426304957126493,5.335452270195895,215.1957022897724,0.24880934600718674,0.046162095999999764,0,0,tropical,high,medium,medium,medium,1,0,0
56,65,53,39.12743612,98.48478596,7.073580771,104.4218596,papaya,0.47058823529411764,0.8484848484848485,1.037037037037037,1.2037037037037037,174,6.244997998398398,0.37142857142857144,38.53457171441772,0.5928644055822726,2.6687631481845226,102.83964492251171,0.5677589039817029,0.0735807709999996,0,0,tropical,moderate,medium,medium,medium,0,0,0
60,54,48,27.87752097,98.37567256,6.944764728,240.6863901,papaya,0.5825242718446602,1.0909090909090908,1.2244897959183674,1.1020408163265305,162,6.0,0.36809815950920244,27.42469874729254,0.45282222270746464,8.633708512281679,236.77685502126027,0.1881378596103115,0.055235272,0,0,temperate,high,medium,medium,medium,1,0,0
70,69,55,33.49085386,97.39841122,7.195815506,54.77830202,papaya,0.56,1.0,1.25,1.2321428571428572,194,8.386497083606084,0.358974358974359,32.61955956365205,0.871294296347957,1.6356197500662946,53.35319586077317,1.5905828844965666,0.19581550599999975,0,0,tropical,low,medium,medium,medium,0,0,1
44,58,56,42.90922272,99.06865711,7.18847531,149.1199989,papaya,0.3826086956521739,0.7457627118644068,0.7719298245614035,1.0175438596491229,158,7.571877794400365,0.36477987421383645,42.50959072504302,0.39963199495698304,3.475243536175619,147.7311803926768,0.267993560826792,0.18847531000000028,0,0,tropical,moderate,medium,medium,medium,0,0,0
